stem,class,split,group,path
frp_116,Finishing roll printing,test,326,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_116.jpg
frp_119,Finishing roll printing,test,329,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_119.jpg
frp_127,Finishing roll printing,test,336,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_127.jpg
frp_130,Finishing roll printing,test,339,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_130.jpg
frp_133,Finishing roll printing,test,342,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_133.jpg
frp_134,Finishing roll printing,test,343,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_134.jpg
frp_138,Finishing roll printing,test,346,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_138.jpg
frp_139,Finishing roll printing,test,347,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_139.jpg
frp_145,Finishing roll printing,test,352,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_145.jpg
frp_151,Finishing roll printing,test,358,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_151.jpg
frp_169,Finishing roll printing,test,369,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_169.jpg
frp_170,Finishing roll printing,test,370,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_170.jpg
frp_172,Finishing roll printing,test,372,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_172.jpg
frp_173,Finishing roll printing,test,373,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_173.jpg
frp_174,Finishing roll printing,test,374,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_174.jpg
frp_182,Finishing roll printing,test,379,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_182.jpg
frp_183,Finishing roll printing,test,380,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_183.jpg
frp_196,Finishing roll printing,test,390,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_196.jpg
frp_197,Finishing roll printing,test,391,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_197.jpg
frp_203,Finishing roll printing,test,397,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_203.jpg
frp_36,Finishing roll printing,test,407,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_36.jpg
frp_54,Finishing roll printing,test,421,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_54.jpg
frp_56,Finishing roll printing,test,423,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_56.jpg
frp_63,Finishing roll printing,test,429,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_63.jpg
frp_73,Finishing roll printing,test,434,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_73.jpg
frp_78,Finishing roll printing,test,438,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_78.jpg
frp_01,Finishing roll printing,train,310,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_01.jpg
frp_03,Finishing roll printing,train,311,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_03.jpg
frp_04,Finishing roll printing,train,312,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_04.jpg
frp_06,Finishing roll printing,train,314,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_06.jpg
frp_08,Finishing roll printing,train,315,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_08.jpg
frp_101,Finishing roll printing,train,316,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_101.jpg
frp_104,Finishing roll printing,train,318,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_104.jpg
frp_105,Finishing roll printing,train,319,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_105.jpg
frp_106,Finishing roll printing,train,320,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_106.jpg
frp_108,Finishing roll printing,train,321,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_108.jpg
frp_113,Finishing roll printing,train,324,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_113.jpg
frp_117,Finishing roll printing,train,327,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_117.jpg
frp_118,Finishing roll printing,train,328,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_118.jpg
frp_120,Finishing roll printing,train,330,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_120.jpg
frp_122,Finishing roll printing,train,331,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_122.jpg
frp_123,Finishing roll printing,train,332,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_123.jpg
frp_124,Finishing roll printing,train,333,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_124.jpg
frp_125,Finishing roll printing,train,334,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_125.jpg
frp_126,Finishing roll printing,train,335,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_126.jpg
frp_13,Finishing roll printing,train,338,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_13.jpg
frp_131,Finishing roll printing,train,340,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_131.jpg
frp_132,Finishing roll printing,train,341,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_132.jpg
frp_135,Finishing roll printing,train,344,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_135.jpg
frp_136,Finishing roll printing,train,345,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_136.jpg
frp_14,Finishing roll printing,train,348,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_14.jpg
frp_141,Finishing roll printing,train,349,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_141.jpg
frp_142,Finishing roll printing,train,350,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_142.jpg
frp_143,Finishing roll printing,train,351,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_143.jpg
frp_146,Finishing roll printing,train,353,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_146.jpg
frp_148,Finishing roll printing,train,354,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_148.jpg
frp_15,Finishing roll printing,train,356,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_15.jpg
frp_150,Finishing roll printing,train,357,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_150.jpg
frp_153,Finishing roll printing,train,359,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_153.jpg
frp_157,Finishing roll printing,train,361,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_157.jpg
frp_158,Finishing roll printing,train,362,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_158.jpg
frp_159,Finishing roll printing,train,363,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_159.jpg
frp_160,Finishing roll printing,train,364,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_160.jpg
frp_163,Finishing roll printing,train,365,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_163.jpg
frp_166,Finishing roll printing,train,366,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_166.jpg
frp_167,Finishing roll printing,train,367,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_167.jpg
frp_168,Finishing roll printing,train,368,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_168.jpg
frp_171,Finishing roll printing,train,371,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_171.jpg
frp_176,Finishing roll printing,train,375,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_176.jpg
frp_178,Finishing roll printing,train,376,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_178.jpg
frp_180,Finishing roll printing,train,377,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_180.jpg
frp_181,Finishing roll printing,train,378,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_181.jpg
frp_184,Finishing roll printing,train,381,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_184.jpg
frp_185,Finishing roll printing,train,382,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_185.jpg
frp_187,Finishing roll printing,train,383,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_187.jpg
frp_189,Finishing roll printing,train,384,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_189.jpg
frp_190,Finishing roll printing,train,385,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_190.jpg
frp_191,Finishing roll printing,train,386,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_191.jpg
frp_195,Finishing roll printing,train,389,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_195.jpg
frp_198,Finishing roll printing,train,392,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_198.jpg
frp_199,Finishing roll printing,train,393,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_199.jpg
frp_20,Finishing roll printing,train,394,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_20.jpg
frp_200,Finishing roll printing,train,395,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_200.jpg
frp_201,Finishing roll printing,train,396,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_201.jpg
frp_21,Finishing roll printing,train,398,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_21.jpg
frp_22,Finishing roll printing,train,399,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_22.jpg
frp_23,Finishing roll printing,train,400,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_23.jpg
frp_28,Finishing roll printing,train,401,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_28.jpg
frp_30,Finishing roll printing,train,403,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_30.jpg
frp_31,Finishing roll printing,train,404,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_31.jpg
frp_32,Finishing roll printing,train,405,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_32.jpg
frp_34,Finishing roll printing,train,406,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_34.jpg
frp_37,Finishing roll printing,train,408,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_37.jpg
frp_38,Finishing roll printing,train,409,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_38.jpg
frp_39,Finishing roll printing,train,410,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_39.jpg
frp_40,Finishing roll printing,train,411,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_40.jpg
frp_41,Finishing roll printing,train,412,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_41.jpg
frp_44,Finishing roll printing,train,413,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_44.jpg
frp_46,Finishing roll printing,train,415,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_46.jpg
frp_49,Finishing roll printing,train,417,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_49.jpg
frp_50,Finishing roll printing,train,418,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_50.jpg
frp_51,Finishing roll printing,train,419,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_51.jpg
frp_53,Finishing roll printing,train,420,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_53.jpg
frp_55,Finishing roll printing,train,422,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_55.jpg
frp_58,Finishing roll printing,train,424,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_58.jpg
frp_59,Finishing roll printing,train,425,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_59.jpg
frp_60,Finishing roll printing,train,426,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_60.jpg
frp_61,Finishing roll printing,train,427,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_61.jpg
frp_62,Finishing roll printing,train,428,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_62.jpg
frp_66,Finishing roll printing,train,430,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_66.jpg
frp_69,Finishing roll printing,train,431,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_69.jpg
frp_70,Finishing roll printing,train,432,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_70.jpg
frp_71,Finishing roll printing,train,433,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_71.jpg
frp_75,Finishing roll printing,train,436,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_75.jpg
frp_76,Finishing roll printing,train,437,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_76.jpg
frp_79,Finishing roll printing,train,439,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_79.jpg
frp_81,Finishing roll printing,train,441,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_81.jpg
frp_83,Finishing roll printing,train,443,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_83.jpg
frp_84,Finishing roll printing,train,444,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_84.jpg
frp_85,Finishing roll printing,train,445,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_85.jpg
frp_87,Finishing roll printing,train,446,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_87.jpg
frp_90,Finishing roll printing,train,448,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_90.jpg
frp_92,Finishing roll printing,train,449,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_92.jpg
frp_93,Finishing roll printing,train,450,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_93.jpg
frp_98,Finishing roll printing,train,451,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_98.jpg
frp_99,Finishing roll printing,train,452,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_99.jpg
frp_05,Finishing roll printing,val,313,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_05.jpg
frp_110,Finishing roll printing,val,323,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_110.jpg
frp_129,Finishing roll printing,val,337,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_129.jpg
frp_149,Finishing roll printing,val,355,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_149.jpg
frp_156,Finishing roll printing,val,360,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_156.jpg
frp_192,Finishing roll printing,val,387,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_192.jpg
frp_193,Finishing roll printing,val,388,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_193.jpg
frp_29,Finishing roll printing,val,402,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_29.jpg
frp_45,Finishing roll printing,val,414,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_45.jpg
frp_47,Finishing roll printing,val,416,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_47.jpg
frp_74,Finishing roll printing,val,435,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_74.jpg
frp_80,Finishing roll printing,val,440,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_80.jpg
frp_82,Finishing roll printing,val,442,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_82.jpg
frp_88,Finishing roll printing,val,447,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Finishing roll printing\frp_88.jpg
in_10,Inclusion,test,458,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Inclusion\in_10.jpg
in_102,Inclusion,test,460,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Inclusion\in_102.jpg
in_105,Inclusion,test,461,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Inclusion\in_105.jpg
in_107,Inclusion,test,463,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Inclusion\in_107.jpg
in_112,Inclusion,test,467,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Inclusion\in_112.jpg
in_123,Inclusion,test,477,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Inclusion\in_123.jpg
in_134,Inclusion,test,483,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Inclusion\in_134.jpg
